account_id,account_name,account_country,account_city,region,industry,annual_revenue,number_of_employees,account_type,is_sales_working_account,account_owner_name,revenue_segment,ARR,has_active_contract,first_contract_start_date,last_contract_end_date,contracted_seats,account_source
ACCT-93,Cloud Group,Sweden,Malmo,International,Technology,18185099,30369,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-94,Atlantic Technologies,United States,San Francisco,West,Energy,73729850,42533,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-95,International Ltd,United States,Seattle,West,Government,1582647,4213,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-96,Quick Technologies,Germany,Hamburg,International,Technology,70269093,16329,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-97,Global Ltd,United Kingdom,Manchester,International,Insurance,8304686,1754,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-98,Atlantic LLC,Sweden,Uppsala,International,Non-profit,18994192,10703,prospect,True,Donna Moriarty,enterprise,0,False,,,0,
ACCT-99,Red Technologies,United States,Portland,West,Technology,71492815,5810,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-100,Pacific Partners,United States,San Francisco,West,Technology,3510581,1314,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-101,Quick Partners,United States,Los Angeles,West,Technology,24178065,41876,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-102,Central Corp,United States,Los Angeles,West,Government,7893590,2263,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-103,Red Systems,United States,San Francisco,West,Technology,64086249,14427,prospect,True,Donna Moriarty,enterprise,0,False,,,0,
ACCT-104,Fast Partners,United States,San Francisco,West,Financial Services,6561547,2046,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-105,Data Systems,Germany,Berlin,International,Transportation,417776,40,prospect,True,Jake Morgan,SMB,0,False,,,0,
ACCT-106,Dynamic Systems,Germany,Frankfurt,International,Technology,50329802,34039,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-107,Central Group,United States,New York,East,Retail,35224301,33948,prospect,True,Donna Moriarty,enterprise,0,False,,,0,
ACCT-108,Advanced Solutions,United States,San Francisco,West,Energy,17543817,38768,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-109,Pacific LLC,United States,Philadelphia,East,Financial Services,9796063,4758,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-110,Tech LLC,United States,Philadelphia,East,Transportation,5185752,370,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-111,Golden Inc,Germany,Berlin,International,Transportation,9474614,3351,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-112,North Corp,United States,Seattle,West,Financial Services,8484373,1554,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-113,Continental Systems,United States,San Francisco,West,Technology,5339593,840,customer,True,Sarah Brown,midmarket,68682,True,2024-11-17 00:00:00,2025-11-17 00:00:00,6,inbound
ACCT-114,Global Partners,United States,Seattle,West,Technology,4776753,1793,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-115,Dynamic Solutions,United States,Los Angeles,West,Legal,815338,2,prospect,True,Samantha Lee,SMB,0,False,,,0,
ACCT-116,Bright LLC,United States,San Francisco,West,Technology,364650,78,prospect,True,Jake Morgan,SMB,0,False,,,0,
ACCT-117,Pacific Co,United States,San Francisco,West,Technology,60529679,27853,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-118,Golden Co,United States,New York,East,Financial Services,93698993,31027,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-119,Quick Corp,United States,"Washington, D.C.",East,Legal,980152,48,prospect,True,Jake Morgan,SMB,0,False,,,0,
ACCT-120,Sharp Partners,United States,Portland,West,Technology,18568064,27038,prospect,True,Donna Moriarty,enterprise,0,False,,,0,
ACCT-121,Dynamic Group,Sweden,Malmo,International,Government,6012883,1643,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-122,Smart Technologies,United States,Los Angeles,West,Media,941339,77,prospect,True,Samantha Lee,SMB,0,False,,,0,
ACCT-123,Red Group,United States,San Francisco,West,Retail,5959422,2225,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-124,Worldwide Solutions,United States,San Francisco,West,Manufacturing,4186247,2911,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-125,West Ltd,United States,San Francisco,West,Financial Services,58116670,38247,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-126,Strategic LLC,Germany,Berlin,International,Technology,27172371,21951,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-127,West Technologies,United States,Seattle,West,Education,451936,84,customer,True,David Lee,SMB,15852,True,2024-08-23 00:00:00,2025-08-23 00:00:00,4,inbound
ACCT-128,West Co,United States,Los Angeles,West,Healthcare,88593968,24270,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-129,Golden Corp,United States,Los Angeles,West,Manufacturing,2194801,3968,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-130,International Ltd,United States,Los Angeles,West,Healthcare,6005578,3484,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-131,Data LLC,United States,New York,East,Financial Services,8676774,1273,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-132,Blue LLC,United States,San Francisco,West,Manufacturing,33732951,25539,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-133,North Inc,United States,New York,East,Consulting,3828735,4820,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-134,Central LLC,United States,San Francisco,West,Technology,8276470,3617,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-135,Red Solutions,Sweden,Stockholm,International,Technology,7259602,215,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-136,International Group,United States,San Francisco,West,Technology,10553491,46070,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-137,West Ltd,United States,"Washington, D.C.",East,Technology,207697,50,prospect,True,Samantha Lee,SMB,0,False,,,0,
ACCT-138,Clear Partners,United States,Seattle,West,Technology,5879280,3834,customer,True,David Lee,midmarket,97699,True,2024-12-07 00:00:00,2025-12-07 00:00:00,38,inbound
ACCT-139,Blue Solutions,Germany,Berlin,International,Government,58217837,17348,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-140,Global Solutions,United States,New York,East,Insurance,321449,94,customer,True,Sarah Brown,SMB,11436,True,2024-12-09 00:00:00,2025-12-09 00:00:00,10,inbound
ACCT-141,Digital Group,United States,San Francisco,West,Healthcare,5291430,4480,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-142,Fast Inc,United States,Seattle,West,Technology,1331211,495,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-143,East Corp,United States,San Francisco,West,Financial Services,73672398,15035,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-144,Advanced Inc,United States,San Francisco,West,Retail,46235719,45815,customer,True,Sarah Brown,enterprise,85956,True,2025-09-18 00:00:00,2026-09-18 00:00:00,117,outbound
ACCT-145,Digital Technologies,United States,Seattle,West,Technology,2782809,4177,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-146,Advanced Partners,United States,New York,East,Financial Services,4383514,3032,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-147,East Solutions,United States,New York,East,Financial Services,4484526,4037,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-148,Blue Ltd,United States,Philadelphia,East,Non-profit,87061479,48845,prospect,True,Donna Moriarty,enterprise,0,False,,,0,
ACCT-149,Bright LLC,Germany,Berlin,International,Real Estate,5293157,1993,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-150,Golden Co,United States,New York,East,Transportation,1661769,2480,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-151,Green Group,United States,Seattle,West,Energy,1769891,179,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-152,Continental LLC,United States,Seattle,West,Healthcare,8343630,2297,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-153,International Corp,United States,San Francisco,West,Technology,63720675,34919,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-154,Dynamic Solutions,United States,San Francisco,West,Financial Services,935620,22,prospect,True,Jake Morgan,SMB,0,False,,,0,
ACCT-155,Digital LLC,United States,Seattle,West,Legal,3674211,949,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-156,Silver Partners,United States,San Francisco,West,Financial Services,741018,49,prospect,True,Jake Morgan,SMB,0,False,,,0,
ACCT-157,Central Group,United States,Los Angeles,West,Government,862606,17,prospect,True,Jake Morgan,SMB,0,False,,,0,
ACCT-158,Bright Systems,United States,New York,East,Technology,374320,84,customer,True,David Lee,SMB,30593,True,2025-05-25 00:00:00,2026-05-25 00:00:00,1,outbound
ACCT-159,South Technologies,United States,San Francisco,West,Financial Services,6675742,4352,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-160,Clear Partners,United States,Boston,East,Technology,6800713,3252,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-161,Smart Technologies,France,Paris,International,Non-profit,9482016,3944,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-162,Continental Systems,United Kingdom,Manchester,International,Technology,5666702,512,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-163,Clear Ltd,United States,San Francisco,West,Transportation,2322557,3860,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-164,Golden Partners,United States,Los Angeles,West,Financial Services,2991570,4174,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-165,West Inc,United States,New York,East,Financial Services,1002847,844,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-166,Pacific Partners,France,Toulouse,International,Financial Services,97858385,49005,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-167,Golden Group,United States,Seattle,West,Technology,70996586,26756,prospect,True,Donna Moriarty,enterprise,0,False,,,0,
ACCT-168,Sharp Partners,United States,San Francisco,West,Healthcare,8592234,1034,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-169,Digital Ltd,United States,New York,East,Manufacturing,5898671,4586,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-170,Clear Group,United States,Seattle,West,Technology,28850770,31818,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-171,Digital Co,United States,Seattle,West,Non-profit,7591709,1866,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-172,Golden Ltd,United States,Seattle,West,Financial Services,764000,87,prospect,True,Jake Morgan,SMB,0,False,,,0,
ACCT-173,Quick Corp,United States,San Francisco,West,Retail,9459031,1202,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-174,Bright Inc,United States,Seattle,West,Non-profit,9102253,4264,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-175,Central LLC,United States,Seattle,West,Transportation,23898777,30389,prospect,True,Donna Moriarty,enterprise,0,False,,,0,
ACCT-176,South Partners,United States,Portland,West,Government,8024028,2133,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-177,Dynamic Solutions,Germany,Munich,International,Technology,7924719,4296,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-178,Strategic Technologies,Germany,Frankfurt,International,Manufacturing,4370359,1817,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-179,Fast Co,United States,Los Angeles,West,Technology,3983202,4227,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-180,Sharp Group,United States,San Francisco,West,Financial Services,8004117,4473,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-181,Strategic Solutions,France,Paris,International,Technology,99959993,8709,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-182,Advanced Co,United States,Seattle,West,Technology,362732,19,customer,True,David Lee,SMB,29342,True,2026-04-29 00:00:00,2027-04-29 00:00:00,4,
ACCT-183,Central Technologies,United States,Philadelphia,East,Technology,4763253,4697,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-184,Red Ltd,United States,San Francisco,West,Education,99186817,8078,prospect,True,Donna Moriarty,enterprise,0,False,,,0,
ACCT-185,Worldwide Solutions,United States,Los Angeles,West,Insurance,6245463,4623,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-186,Data Inc,United States,Seattle,West,Energy,69467023,19781,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-187,Worldwide Group,United States,San Francisco,West,Manufacturing,4246352,2509,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-188,Golden LLC,United Kingdom,Leeds,International,Real Estate,3002424,3190,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-189,Data Solutions,United States,New York,East,Technology,5278461,146,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-190,Blue Systems,United States,Seattle,West,Technology,53302669,44117,customer,True,David Lee,enterprise,128945,True,2026-03-02 00:00:00,2027-03-02 00:00:00,135,
ACCT-191,Pacific Partners,United States,Seattle,West,Education,80517332,19415,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-192,Global Technologies,United States,Boston,East,Financial Services,7768215,853,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-193,Green Ltd,France,Paris,International,Technology,92984217,39766,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-194,Bright Technologies,Germany,Berlin,International,Retail,69816445,20751,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-195,International Partners,Sweden,Stockholm,International,Government,61186964,12430,customer,True,David Lee,enterprise,124141,True,2026-06-10 00:00:00,2027-06-10 00:00:00,16,
ACCT-196,Worldwide Technologies,Sweden,Uppsala,International,Financial Services,1735708,2528,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-197,International Ltd,United States,Seattle,West,Technology,82205759,39944,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-198,Tech Corp,United States,Boston,East,Technology,818699,55,prospect,True,Jake Morgan,SMB,0,False,,,0,
ACCT-199,Atlantic Corp,United States,Philadelphia,East,Government,877388,100,prospect,True,Samantha Lee,SMB,0,False,,,0,
ACCT-200,Silver Corp,United States,Seattle,West,Financial Services,54522084,7482,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-201,Cloud Corp,United States,Philadelphia,East,Financial Services,87170132,19918,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-202,Worldwide Co,United States,San Francisco,West,Financial Services,52467059,6106,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-203,Red Corp,United States,San Francisco,West,Manufacturing,892682,96,prospect,True,Samantha Lee,SMB,0,False,,,0,
ACCT-204,Quick Inc,United States,Seattle,West,Non-profit,24245271,23994,prospect,True,Brian Chen,enterprise,0,False,,,0,
ACCT-205,Pacific Co,United States,Portland,West,Non-profit,61192463,30894,customer,True,David Lee,enterprise,58079,True,2025-01-03 00:00:00,2026-01-03 00:00:00,131,inbound
ACCT-206,Innovative LLC,United States,San Francisco,West,Energy,5948917,1280,prospect,True,Tina Patel,midmarket,0,False,,,0,
ACCT-207,Strategic Group,United Kingdom,Leeds,International,Technology,1700837,141,prospect,True,Carlos Rivera,midmarket,0,False,,,0,
ACCT-208,Quick Partners,United States,San Francisco,West,Technology,38192821,27534,prospect,True,Brian Chen,enterprise,0,False,,,0,
